Model and Mult,Multiplier,Brand,process_size,transistors,frequency,tdp,memory_bandwidth,#_of_cores,year,time,launch_price,market,Generalized Performance,Performance,FinanceBench,amg,numpy,hpcg,stockfish,nqueens,linux_kernel,pybench
Intel Core i7-9750H x 1,1,Intel,14,,2.6,45,42.7,6.0,2019,12,,Mobile,-1.8593378720274365,-0.7862046226614351,-1.3538768310957678,-0.5155203916931832,-0.8889223663391093,,,-1.0033021088637848,,-0.6860297127910808
Intel Core i7-9850H x 1,1,Intel,14,,2.6,45,42.7,6.0,2019,12,,Mobile,-3.391590577102693,-1.1075128517890571,,,,,,,,-0.8480574502452214
Intel Core i9-10850K x 1,1,Intel,14,,3.6,125,46.9,10.0,2020,13,500.0,Desktop,1.1888816469108054,-0.1470032609159558,,,,,,,,-0.38997939066878384
Intel Core i9-10885H x 1,1,Intel,14,,2.4,45,46.9,8.0,2020,13,556.0,Mobile,-2.036975966437861,-0.8234547324844199,,-0.5907098271982534,,,,,,
Intel Core i9-10900K x 1,1,Intel,14,,3.7,125,46.9,10.0,2020,13,547.0,Desktop,0.8767148777110139,-0.2124635805302389,-0.3203646694692619,-0.5488364294037282,-0.689755430558824,,,0.09531017980432521,-0.12335711031573116,
Intel Core i9-10900KF x 1,1,Intel,14,,3.7,125,46.9,10.0,2020,13,509.0,Desktop,2.8599628601137725,0.20341683856516213,,,-0.49546664044217525,,,,,
Intel Core i9-10980XE x 1,1,Intel,14,,3.0,165,93.9,18.0,2019,12,1076.0,Desktop,1.1556355731859813,-0.15397485054904114,,0.09800837028710419,-0.8563991746335491,0.13353139262452252,0.02401805140815938,0.3184537311185349,0.24328365886332826,
Intel Core i9-11900K x 1,1,Intel,14,,3.5,125,51.2,8.0,2021,14,539.0,Desktop,1.4263834364437098,-0.09719993594436721,-0.24714224939959273,,-0.5123367687456604,,,-0.16705408466316607,-0.2543092576360886,-0.20018701951559947
Intel Core i9-11980HK x 1,1,Intel,10,,2.6,45,51.2,8.0,2021,14,583.0,Mobile,-1.0348255613497872,-0.6133071694148131,,-0.28101297719428686,,,,,,
Intel Core i9-12900H x 1,1,Intel,10,,2.5,45,,14.0,2022,15,,Mobile,-0.7741237719640978,-0.558638882649541,,-0.20044770220839325,,,,,,
Intel Core i9-12900K x 1,1,Intel,10,,3.2,125,,16.0,2021,14,599.0,Desktop,2.4300181455836976,0.11325888068336842,-0.03711880551164981,,-0.3109789061030588,,,0.2006706954621511,0.29961391530604775,
Intel Core i9-13900K x 1,1,Intel,10,,3.0,125,,24.0,2022,15,589.0,Desktop,3.08787062549438,0.25120832900033796,0.03302502654970141,0.16986120208102662,-0.14214303086336866,0.35667494393873267,0.4039396027509419,0.6061358035703157,,0.22137207166582762
Intel Core i9-14900K x 1,1,Intel,10,,3.2,125,,24.0,2023,16,589.0,Desktop,3.371650781714519,0.3107160715252073,-0.018454606009763452,,-0.15132342320832937,0.35667494393873267,0.4860968883709518,0.4519851237430572,,0.3766295584682773
Intel Core i9-7960X x 1,1,Intel,14,,2.8,165,85.3,16.0,2017,10,1699.0,Desktop,0.08968386407185701,-0.37750133208604025,,0.1922474837028787,,,,0.09531017980432521,,-0.5895581445505007
Intel Core i9-7980XE x 1,1,Intel,14,,2.6,165,85.3,18.0,2017,10,1999.0,Desktop,0.8391515710970269,-0.22034047935269865,-0.5579794161901912,0.24374384995696374,-0.8834278470214683,,,0.2006706954621511,,
Intel Core i9-9900 x 1,1,Intel,14,,3.1,65,42.7,8.0,2019,12,423.0,Desktop,0.7741841248236327,-0.2339639339198896,,,-0.7359530215576822,,,,,
Intel Core i9-9900K x 1,1,Intel,14,,3.6,95,42.7,8.0,2018,11,488.0,Desktop,-0.24094520803408842,-0.44683313440859024,-0.8840626652562271,-0.4554830477567009,-0.689755430558824,,,-0.24116205681688818,-0.5580369787310584,-0.46622878297356074
Intel Core i9-9900KS x 1,1,Intel,14,,4.0,127,42.7,8.0,2019,12,513.0,Desktop,-0.13171404621936844,-0.42392772784478416,-0.8398746489912359,-0.3063882575917525,-0.6807666059903905,,,-0.3746934494414105,,
Intel Core m3-6Y30 x 1,1,Intel,14,,,5,29.9,2.0,2015,8,281.0,Mobile,-9.400639038087153,-2.3675900657797806,,,,,,,,-1.4490027511418697
Intel Core m3-7Y30 x 1,1,Intel,14,,,5,29.9,2.0,2015,8,281.0,Mobile,-6.031979396416799,-1.6611934900624417,,,,,,,,-1.1121141081019807
Intel N150 x 1,1,Intel,10,,,6,38.4,4.0,2024,17,,Mobile,0.0231417850656615,-0.39145498183136795,,,,,,,,-0.5065612249795324
Intel Pentium G4400 x 1,1,Intel,14,1400.0,3.3,51,34.1,2.0,2015,8,64.0,Desktop,-2.7000812099088622,-0.9625056676201118,,,,,,,,-0.7789018580679752
Intel Pentium Gold G6400 x 1,1,Intel,14,,4.0,58,42.7,2.0,2020,13,64.0,Desktop,-1.3193357111669208,-0.6729679891371629,,,-1.0307525617783266,,,,,-0.563660282831929
Intel Xeon 6369P x 1,1,Intel,10,,3.3,95,,8.0,2025,18,606.0,Server/Workstation,5.471175424497778,0.7509793144929261,,,-0.19439872307044048,,,,,
Intel Xeon 6728P x 4,4,Intel,5,,2.7,210,409.6,24.0,2025,18,2478.0,Server/Workstation,1.0409787475757983,-0.17801800052826933,,,,,,,,
Intel Xeon 6766E x 1,1,Intel,5,,,250,409.6,144.0,2024,17,10257.0,Server/Workstation,5.4231418467328885,0.7409068350910754,,,,,1.6437510400523934,,,
Intel Xeon 6766E x 2,2,Intel,5,,,250,409.6,144.0,2024,17,10257.0,Server/Workstation,6.804708283904506,1.0306166615964676,,,,,2.2947203420362605,,,
Intel Xeon 6780E x 1,1,Intel,5,,2.2,330,409.6,144.0,2024,17,11350.0,Server/Workstation,5.464219183105613,0.7495206141129577,,,,,1.6631059434913134,,,
Intel Xeon 6980P x 1,1,Intel,5,,,500,614.4,128.0,2024,17,12460.0,Server/Workstation,6.285373692011756,0.9217139476426487,,2.37211184347413,-0.5294963890284867,2.3848231912310176,2.133004127875406,,,-0.15718558352241185
Intel Xeon 6980P x 2,2,Intel,5,,,500,614.4,128.0,2024,17,12460.0,Server/Workstation,7.7093654856249945,1.2203202284360404,,3.074600337270933,-0.5218335162829177,3.1898882879949486,2.675660887522014,,,-0.15566928300444793
Intel Xeon E E-2488 x 1,1,Intel,10,,3.2,95,76.8,8.0,2023,16,606.0,Server/Workstation,3.396965114350006,0.31602440177890156,,,-0.2582955427604974,,-0.32849215314342217,,,0.27593105591626266
Intel Xeon E-2278G x 1,1,Intel,14,,3.4,95,42.7,8.0,2019,12,494.0,Server/Workstation,-0.8195258078298944,-0.5681595365824779,-1.2136402629654395,,-0.7696100445611576,,,,,
Intel Xeon E-2278GEL x 1,1,Intel,14,,,35,42.7,8.0,2019,12,519.0,Server/Workstation,-0.9117845855559811,-0.587505891393574,-0.7995528993871073,-1.1197142427767766,,,,-0.54654370636807,,
Intel Xeon E-2288G x 1,1,Intel,14,,3.7,95,42.7,8.0,2019,12,539.0,Server/Workstation,-0.6194208291575601,-0.5261981968348868,,-0.5369094548643076,-0.7574592267786455,,,,,-0.5108256237659905
Intel Xeon E-2336 x 1,1,Intel,14,,2.9,65,51.2,6.0,2021,14,284.0,Server/Workstation,0.21793386151587957,-0.3506077397772331,,-0.6647208311946962,-0.5352823260955306,-0.5596157879354227,,,,-0.2259764143985139
Intel Xeon E-2388G x 1,1,Intel,14,,3.2,95,51.2,8.0,2021,14,539.0,Server/Workstation,-0.022390400791329156,-0.40100292777890073,-1.0537418725825383,-0.672185932828345,-0.4880591991643133,-0.5596157879354227,,,,-0.2231435513142097
Intel Xeon E3-1231 v3 x 1,1,Intel,22,1400.0,3.4,80,25.6,4.0,2014,7,250.0,Server/Workstation,-3.172760860266875,-1.061624997544047,,-0.9417040513337227,,,,,,
Intel Xeon E3-1235L v5 x 1,1,Intel,14,1750.0,,25,34.1,4.0,2015,8,250.0,Server/Workstation,-3.267215212756956,-1.0814317569848755,,-0.8338846399417044,-1.2499357118764394,,,,,-0.8578799697177404
Intel Xeon E3-1240 v5 x 1,1,Intel,14,1750.0,3.5,80,34.1,4.0,2015,8,282.0,Server/Workstation,-2.378408614814475,-0.8950520083468605,,-0.8487626975484908,-1.0275829870170474,,,,,
Intel Xeon E3-1245 v5 x 1,1,Intel,14,1750.0,3.5,80,34.1,4.0,2015,8,294.0,Server/Workstation,-2.0525409140274804,-0.8267186495458286,-1.4389875406587755,-0.716816071451742,-1.0181340978191153,,,,,-0.6109597396011681
Intel Xeon E3-1260L v5 x 1,1,Intel,14,1750.0,2.9,45,34.1,4.0,2015,8,294.0,Server/Workstation,-1.910525805590928,-0.7969385598452366,,-0.7298990314902376,-1.0339322146957066,,,,,-0.5954405144535668
Intel Xeon E3-1270 v5 x 1,1,Intel,14,1750.0,3.6,80,34.1,4.0,2015,8,339.0,Server/Workstation,-2.373007111129843,-0.8939193312252689,,-0.9055334238385484,-0.9995000182742224,,,,,
Intel Xeon E3-1275 v6 x 1,1,Intel,14,1400.0,4.1,79,,4.0,2017,10,340.0,Server/Workstation,-1.8182798537239688,-0.7775948945735811,-1.332093864530048,-0.6402493979699209,,,,,-1.2473143215679885,-0.563660282831929
Intel Xeon E3-1280 v5 x 1,1,Intel,14,1750.0,3.7,80,,4.0,2015,8,612.0,Server/Workstation,-2.2898080311889686,-0.8764727645118906,-1.444483099093775,-0.7709482611149063,-1.0339322146957066,,-1.6118829934438974,-1.239690886928015,,
Intel Xeon E3-12xx v2 x 1,1,Intel,32,1160.0,,25,,4.0,2012,5,,Server/Workstation,-10.269306497822434,-2.549746704997216,,,,,,,,-1.5358753452570832
Intel Xeon E5-1680 v3 x 1,1,Intel,22,2600.0,3.2,140,68.3,8.0,2014,7,,Server/Workstation,-1.501526618248381,-0.7111728084359639,-1.2006906373497976,-0.11681423161581606,-1.1343509624427535,,,,,-0.8427281646971378
Intel Xeon E5-2609 v4 x 1,1,Intel,32,1270.0,2.4,80,,4.0,2012,5,306.0,Server/Workstation,-3.5783849111265575,-1.1466829942058288,-1.8555853489896244,-0.3449887179773867,,,,,-1.5614327161703532,-1.5282124725115143
Intel Xeon E5-2620 v2 x 2,2,Intel,22,1400.0,2.1,80,,6.0,2013,6,320.0,Server/Workstation,-1.4898202414794264,-0.7087180206736875,,,,,,-0.54654370636807,,
Intel Xeon E5-2643 v3 x 2,2,Intel,22,2600.0,3.4,135,68.3,6.0,2014,7,1552.0,Server/Workstation,-0.3472821479757397,-0.4691316323980744,,,,,,-0.08701137698962969,,
Intel Xeon E5-2650 0 x 2,2,Intel,32,2270.0,,95,,8.0,2012,5,1107.0,Server/Workstation,-2.3587580150442045,-0.8909313437903106,,,-1.659361221200701,,-0.8448509243143576,,,
Intel Xeon E5-2670 0 x 2,2,Intel,32,2270.0,2.6,115,,8.0,2012,5,,Server/Workstation,1.0409801037835522,-0.17801771613607326,,,,,,,,
Intel Xeon E5-2678 v3 x 2,2,Intel,22,2600.0,2.5,120,68.3,12.0,2015,8,,Server/Workstation,-4.141188495640844,-1.264701009437906,,,-1.3026862772619685,,,,,
Intel Xeon E5-2680 v2 x 2,2,Intel,22,1400.0,2.8,115,,10.0,2013,6,,Server/Workstation,-1.3762222718465802,-0.6848969092249526,,,-1.3761534291438409,,,0.2006706954621511,,
Intel Xeon E5-2683 v4 x 2,2,Intel,22,2600.0,,120,68.3,14.0,2014,7,1846.0,Server/Workstation,0.9928282098422633,-0.18811500604143302,,,,,,0.4519851237430572,,
Intel Xeon E5-2687W 0 x 2,2,Intel,32,2270.0,3.1,150,,8.0,2012,5,,Server/Workstation,0.7661917670772932,-0.23563990440799826,,,,,-0.5505202314279316,,,
Intel Xeon E5-2687W v3 x 1,1,Intel,22,2600.0,3.1,160,68.3,10.0,2014,7,2141.0,Server/Workstation,-1.8907299844745056,-0.7927874428617412,-1.2867561973057473,-0.20967278965265024,-1.2303656156823424,,,,,-0.8342957651725404
Intel Xeon E5-2690 v4 x 2,2,Intel,14,3400.0,2.2,105,68.3,12.0,2016,9,1166.0,Server/Workstation,1.0409785257942115,-0.17801804703512075,,,,,,,,
Intel Xeon E5-2696 v4 x 2,2,Intel,22,5690.0,2.3,145,68.3,18.0,2014,7,,Server/Workstation,2.772505711014596,0.1850773690974109,,0.6235864281892134,,0.6931471805599452,,,,
Intel Xeon E5-2699 v4 x 2,2,Intel,14,7200.0,2.4,145,76.8,22.0,2016,9,4938.0,Desktop,2.2827588049617598,0.08237909316463005,,0.7442277677603535,,,,,,
Intel Xeon E5-4620 v4 x 4,4,Intel,14,3400.0,3.5,140,76.8,4.0,2016,9,294.0,Desktop,0.6608282764350282,-0.25773427335956633,,,,,,0.3184537311185349,,
Intel Xeon Gold 5215 x 1,1,Intel,10,,2.9,150,281.6,8.0,2023,16,1076.0,Server/Workstation,-2.541171864148436,-0.9291829132800542,,,,,,-0.9694005571881035,,
Intel Xeon Gold 5217 x 1,1,Intel,10,,3.0,150,187.7,12.0,2021,14,,Server/Workstation,-1.919039854930841,-0.7987239273026093,,,-1.1168985124915274,,,-0.54654370636807,,-0.737367649039312
Intel Xeon Gold 5218 x 1,1,Intel,14,,2.5,150,128.0,18.0,2021,14,,Server/Workstation,-0.8604071809955457,-0.5767322227801608,,,-1.0371220100638068,,,0.0,,-0.6680112072884024
Intel Xeon Gold 5218 x 2,2,Intel,14,,2.5,150,128.0,18.0,2021,14,,Server/Workstation,-0.9844510874294038,-0.6027438119771122,,0.258747181576517,-1.1849032416055847,,,,,
Intel Xeon Gold 5220R x 1,1,Intel,10,,2.2,185,191.6,26.0,2021,14,,Server/Workstation,-0.36995199935693696,-0.47388542384367094,-1.0910160670212292,0.6193443760782742,-0.9751827106235158,,,,,-0.6887047032403837
Intel Xeon Gold 5220R x 2,2,Intel,10,,2.2,185,191.6,26.0,2021,14,,Server/Workstation,0.6509798443866676,-0.25979945637452273,-1.071253671040374,1.185941114644745,-1.0435322884247258,,,,0.5568588555719653,-0.6779615381415711
Intel Xeon Gold 5412U x 1,1,Intel,10,,2.1,185,281.6,24.0,2023,16,1113.0,Server/Workstation,2.1374810653175325,0.05191484069365282,,,-0.5787674380352694,,,,,
Intel Xeon Gold 5416S x 1,1,Intel,10,,,150,281.6,16.0,2023,16,944.0,Server/Workstation,2.019406685798078,0.027155041175547012,,,,,0.03997213935198829,,,
Intel Xeon Gold 6130 x 2,2,Intel,10,,,205,204.8,28.0,2021,14,,Server/Workstation,-4.531306881999176,-1.3465075205021266,,,,,,,,-0.9620367536623586
Intel Xeon Gold 6138 x 2,2,Intel,10,,2.2,185,170.7,32.0,2021,14,,Server/Workstation,0.6699046517799,-0.25583098803378507,,,-1.0087736550595512,,,0.7884573603642704,,
Intel Xeon Gold 6140 x 2,2,Intel,14,8000.0,3.0,200,,18.0,2017,10,,Server/Workstation,1.8294012280368732,-0.012688463068641853,,,,,,0.7884573603642704,,
Intel Xeon Gold 6142 x 2,2,Intel,10,,2.8,230,204.8,24.0,2021,14,,Server/Workstation,-4.652512327392036,-1.371923893983348,,,,,,,,-0.9741581141947036
Intel Xeon Gold 6144 x 2,2,Intel,14,8000.0,3.0,200,,18.0,2017,10,,Server/Workstation,1.040978317905913,-0.17801809062859641,,,,,,,,
Intel Xeon Gold 6226R x 1,1,Intel,10,,2.9,185,204.8,16.0,2021,14,,Server/Workstation,0.08703690725965041,-0.3780563900102915,-1.074096303836244,0.6137731420879895,-1.0181340978191153,,,0.2006706954621511,0.04903559305764382,-0.6984522327896379
Intel Xeon Gold 6226R x 2,2,Intel,10,,2.9,185,204.8,16.0,2021,14,,Server/Workstation,-2.176964551365887,-0.8528098670339109,,,-1.0762149358550843,,,,,
Intel Xeon Gold 6248R x 2,2,Intel,10,,2.6,235,204.8,28.0,2021,14,,Server/Workstation,-0.4095616288688659,-0.4821914296824754,-0.9357606757247865,,,,,,,-0.7533545271773354
Intel Xeon Gold 6254 x 2,2,Intel,14,8000.0,3.0,200,,18.0,2017,10,,Server/Workstation,-2.4044166331397068,-0.9005058021522292,,,-1.1343509624427535,,,,,-0.7028517119491227
Intel Xeon Gold 6254 x 4,4,Intel,14,8000.0,3.0,200,,18.0,2017,10,,Server/Workstation,-3.5139392628768213,-1.133168958925932,,,-1.2303656156823424,,,,,
Intel Xeon Gold 6258R x 1,1,Intel,10,,2.9,185,204.8,16.0,2021,14,,Server/Workstation,-0.06547596682326318,-0.4100378257933258,-1.0335112772521224,0.7244669684975342,-0.9225389771380943,,,,,-0.6625417314838673
Intel Xeon Gold 6338 x 1,1,Intel,10,,2.2,185,170.7,32.0,2021,14,,Server/Workstation,1.0409803681243543,-0.17801766070469777,,,,,,,,
Intel Xeon Gold 6338 x 2,2,Intel,10,,2.2,185,170.7,32.0,2021,14,,Server/Workstation,1.040978675178158,-0.17801801570981055,,,,,,,,
Intel Xeon Gold 6342 x 1,1,Intel,10,,2.8,230,204.8,24.0,2021,14,,Server/Workstation,1.8326367658228213,-0.012009981697497951,,1.0162818211400158,,,,,0.40607879330692764,-0.5626506916305765
Intel Xeon Gold 6342 x 2,2,Intel,10,,2.8,230,204.8,24.0,2021,14,,Server/Workstation,3.165311880364331,0.2674474991980912,,1.6223935207202196,,,,,0.9960778484919874,-0.5626506916305765
Intel Xeon Gold 6346 x 1,1,Intel,10,,3.1,205,204.8,16.0,2021,14,,Server/Workstation,1.323088532825271,-0.11886052916741452,,0.8900844657795304,,,,,0.08712292810804545,-0.5339601991676473
Intel Xeon Gold 6346 x 2,2,Intel,10,,3.1,205,204.8,16.0,2021,14,,Server/Workstation,2.6799443703131227,0.1656675678499019,,1.4874520446384167,,,,,0.6993010461343241,-0.5329201574722333
Intel Xeon Gold 6414U x 1,1,Intel,10,,,250,307.2,32.0,2023,16,2296.0,Server/Workstation,1.040977525741224,-0.17801825674286242,,,,,,,,
Intel Xeon Gold 6442Y x 1,1,Intel,10,,2.6,225,307.2,24.0,2023,16,2065.0,Server/Workstation,3.689808501239753,0.37743267323544194,,1.414468992586393,-0.5104481940577923,,,,,
Intel Xeon Gold 6442Y x 2,2,Intel,10,,2.6,225,307.2,24.0,2023,16,2065.0,Server/Workstation,4.705782476832951,0.5904789924596375,,1.9937729895772627,-0.5180239878662496,,,,,
Intel Xeon Gold 6444Y x 2,2,Intel,10,,3.6,270,307.2,16.0,2023,16,1517.0,Server/Workstation,6.355602116554658,0.9364406116253984,,,,1.8382794848629478,,,,
Intel Xeon L5640 x 2,2,Intel,32,1170.0,2.266,60,,6.0,2010,3,,Server/Workstation,-1.662104762014344,-0.7448455040945485,,,,,,,-1.0986122886681091,
Intel Xeon Max 9468 x 1,1,Intel,10,,2.1,350,307.2,48.0,2023,16,9900.0,Server/Workstation,3.227439162018032,0.28047538081484,,,-0.6542749905434144,,1.030604636233992,,,
Intel Xeon Max 9468 x 2,2,Intel,10,,2.1,350,307.2,48.0,2023,16,9900.0,Server/Workstation,4.118121825126668,0.46724853399654986,,,-0.714899612359849,,1.792399931755714,,,
Intel Xeon Max 9480 x 1,1,Intel,10,,,350,307.2,56.0,2023,16,12980.0,Server/Workstation,3.61503293102725,0.3617524881279812,,1.4511211136040245,-0.6564560164897744,,1.1226154473266945,,,-0.21745363553653085
Intel Xeon Max 9480 x 2,2,Intel,10,,,350,307.2,56.0,2023,16,12980.0,Server/Workstation,5.709753106712576,0.801008250534546,,,-0.687500638171735,2.6790626642289572,,,,-0.26888957310241324
Intel Xeon Platinum 8253 x 1,1,Intel,14,8000.0,2.2,125,,16.0,2018,11,,Server/Workstation,-3.2817564702706803,-1.0844810096868271,,,-1.2035953746177377,,,,,
Intel Xeon Platinum 8259L x 2,2,Intel,10,,,350,307.2,56.0,2023,16,,Server/Workstation,-2.3575265821628784,-0.8906731164645711,,,-1.059740098651579,,,,,-0.7974433001619845
Intel Xeon Platinum 8260 x 2,2,Intel,14,8000.0,2.4,165,,24.0,2018,11,,Server/Workstation,2.0128475298803856,0.02577960828154391,,,,,,,0.5231714595882906,
Intel Xeon Platinum 8272CL x 2,2,Intel,10,,,350,307.2,56.0,2023,16,,Server/Workstation,-1.7004510159581854,-0.7528865843338349,,,-1.0212738178237828,,,,,
Intel Xeon Platinum 8280 x 1,1,Intel,14,8000.0,2.7,205,,28.0,2018,11,,Server/Workstation,-0.01086832241971672,-0.3985867867695294,-1.0419646758841061,0.6623669719858292,-0.9485144635413549,,,,,
Intel Xeon Platinum 8280 x 2,2,Intel,14,8000.0,2.7,205,,28.0,2018,11,,Server/Workstation,2.392060622030167,0.1052993158970521,,1.3147742096719774,-0.9543795829937523,,,1.2992829841302609,1.0542138750796566,-0.6680112072884024
Intel Xeon Platinum 8362 x 1,1,Intel,10,,2.8,265,204.8,32.0,2021,14,,Server/Workstation,2.5215641153179655,0.13245576206048038,,1.0477149917904782,,,,,0.6028691612207986,
Intel Xeon Platinum 8362 x 2,2,Intel,10,,2.8,265,204.8,32.0,2021,14,,Server/Workstation,3.0412702645591194,0.24143639033824815,,1.7032280397825268,-0.7647319861077255,,,,1.2267245613093518,-0.5443015529623798
Intel Xeon Platinum 8380 x 1,1,Intel,10,,2.3,270,204.8,40.0,2021,14,,Server/Workstation,2.35446797455655,0.0974162643951959,,1.0221340552222564,-0.794363783714096,,0.7670164751751116,,0.7682939176212749,-0.5915227817246658
Intel Xeon Platinum 8380 x 2,2,Intel,10,,2.3,270,204.8,40.0,2021,14,,Server/Workstation,3.860681235095171,0.4132641097468125,,1.7131930060457528,-0.835290211423314,1.7676619176489947,,,1.3279097055566975,-0.6356758266454658
Intel Xeon Platinum 8462Y+ x 1,1,Intel,10,,2.8,300,307.2,32.0,2023,16,5945.0,Server/Workstation,3.8267509877983352,0.406149051221089,,1.434894091709893,-0.48437595374801745,,,,,
Intel Xeon Platinum 8462Y+ x 2,2,Intel,10,,2.8,300,307.2,32.0,2023,16,5945.0,Server/Workstation,6.925666021411024,1.055981091568607,,2.0579977526481343,,2.1316272948504063,,,,
Intel Xeon Platinum 8468 x 1,1,Intel,10,,2.1,350,307.2,48.0,2023,16,7214.0,Server/Workstation,3.5115241720093215,0.34004705014827474,,1.4610351979437084,-0.5787674380352694,,,,,
Intel Xeon Platinum 8468 x 2,2,Intel,10,,2.1,350,307.2,48.0,2023,16,7214.0,Server/Workstation,6.711817828981192,1.011137846205632,,2.112950088538053,,,,,,
Intel Xeon Platinum 8471N x 1,1,Intel,10,,,300,307.2,52.0,2023,16,5171.0,Server/Workstation,4.554134308660618,0.5586788825923119,,1.4461561760114954,,,,,,
Intel Xeon Platinum 8480+ x 1,1,Intel,10,,,350,307.2,56.0,2023,16,10710.0,Server/Workstation,4.157965453702695,0.47560360865060514,,,,,,,,-0.09305102118653696
Intel Xeon Platinum 8490H x 1,1,Intel,10,,,350,307.2,60.0,2023,16,17000.0,Server/Workstation,3.648023343607818,0.36867046648059976,,1.457947776259207,-0.6564560164897744,,1.3801939116396582,,1.1817271953786168,-0.30482158232847656
Intel Xeon Platinum 8490H x 2,2,Intel,10,,,350,307.2,60.0,2023,16,17000.0,Server/Workstation,5.359324299932594,0.7275245105686562,,2.1223328635878573,-0.6830062485838955,2.197224577336219,2.081928317487659,,1.6992418072954036,-0.30482158232847656
Intel Xeon Platinum x 2,2,Intel,10,,,350,307.2,56.0,2023,16,,Server/Workstation,1.0409805330428175,-0.17801762612185176,,,,,,,,
Intel Xeon Silver 4108 x 1,1,Intel,10,,2.1,120,170.7,12.0,2021,14,,Server/Workstation,-2.9259059950571165,-1.0098603641194386,,,,,,-1.0360919316867756,,-0.8713230399741931
Intel Xeon Silver 4210 x 2,2,Intel,10,,2.1,120,170.7,12.0,2021,14,,Server/Workstation,0.10602507457756069,-0.3740746353068484,,,,,,0.09531017980432521,,
Intel Xeon Silver 4214 x 2,2,Intel,10,,2.4,135,170.7,16.0,2021,14,,Server/Workstation,-7.362100431943484,-1.9401153891949265,,,,,,,,-1.2451351664464818
Intel Xeon Silver 4214R x 1,1,Intel,10,,2.4,135,170.7,16.0,2021,14,,Server/Workstation,-1.4127123120038965,-0.6925487476879608,,,-1.1414181296658459,,,-0.24116205681688818,,
Intel Xeon Silver 4215R x 1,1,Intel,14,8000.0,2.1,85,,12.0,2017,10,,Server/Workstation,-1.7436714226604706,-0.7619497579824693,,,-1.1134442776234401,,,-0.4924764850977943,,
Intel Xeon Silver 4216 x 1,1,Intel,14,8000.0,2.1,85,,12.0,2017,10,,Server/Workstation,-0.25537817240556215,-0.4498596784035199,-1.5632854505005973,0.46242521098685785,-1.1414181296658459,0.45198512374305744,-0.5648813174859768,-0.08701137698962969,-0.15432594930452748,-0.851846768913572
Intel Xeon W-1370P x 1,1,Intel,14,,3.6,125,51.2,8.0,2021,14,428.0,Server/Workstation,3.4819617641362064,0.3338479128316971,,,-0.423751331931582,,,,,
Intel Xeon W-2123 x 1,1,Intel,14,,3.6,120,85.3,4.0,2017,10,294.0,Server/Workstation,-4.652512327392036,-1.371923893983348,,,,,,,,-0.9741581141947036
Intel Xeon W-2295 x 1,1,Intel,14,,2.3,140,85.3,18.0,2017,10,2553.0,Server/Workstation,-0.44847015762251186,-0.49035041705471905,,,-0.8537360572140651,,,,,-0.5866039326530688
Intel Xeon X5675 x 2,2,Intel,32,1170.0,3.066,95,,6.0,2011,4,,Server/Workstation,-1.2132792519489188,-0.6507283070103114,,,,,,-0.4353180712578455,,
